emoji,short_name,codepoints,keywords,category,subcategory,sort_order
🤷🏾‍♂️,man_shrugging_medium_dark_skin_tone,1F937 1F3FE 200D 2642 FE0F,man shrugging medium dark skin tone,People & Body,person-gesture,838
🤷🏿‍♂️,man_shrugging_dark_skin_tone,1F937 1F3FF 200D 2642 FE0F,man shrugging dark skin tone,People & Body,person-gesture,839
🤷‍♀️,woman_shrugging,1F937 200D 2640 FE0F,woman shrugging,People & Body,person-gesture,840
🤷🏻‍♀️,woman_shrugging_light_skin_tone,1F937 1F3FB 200D 2640 FE0F,woman shrugging light skin tone,People & Body,person-gesture,841
🤷🏼‍♀️,woman_shrugging_medium_light_skin_tone,1F937 1F3FC 200D 2640 FE0F,woman shrugging medium light skin tone,People & Body,person-gesture,842
🤷🏽‍♀️,woman_shrugging_medium_skin_tone,1F937 1F3FD 200D 2640 FE0F,woman shrugging medium skin tone,People & Body,person-gesture,843
🤷🏾‍♀️,woman_shrugging_medium_dark_skin_tone,1F937 1F3FE 200D 2640 FE0F,woman shrugging medium dark skin tone,People & Body,person-gesture,844
🤷🏿‍♀️,woman_shrugging_dark_skin_tone,1F937 1F3FF 200D 2640 FE0F,woman shrugging dark skin tone,People & Body,person-gesture,845
🧑‍⚕️,health_worker,1F9D1 200D 2695 FE0F,health worker,People & Body,person-role,846
🧑🏻‍⚕️,health_worker_light_skin_tone,1F9D1 1F3FB 200D 2695 FE0F,health worker light skin tone,People & Body,person-role,847
🧑🏼‍⚕️,health_worker_medium_light_skin_tone,1F9D1 1F3FC 200D 2695 FE0F,health worker medium light skin tone,People & Body,person-role,848
🧑🏽‍⚕️,health_worker_medium_skin_tone,1F9D1 1F3FD 200D 2695 FE0F,health worker medium skin tone,People & Body,person-role,849
🧑🏾‍⚕️,health_worker_medium_dark_skin_tone,1F9D1 1F3FE 200D 2695 FE0F,health worker medium dark skin tone,People & Body,person-role,850
🧑🏿‍⚕️,health_worker_dark_skin_tone,1F9D1 1F3FF 200D 2695 FE0F,health worker dark skin tone,People & Body,person-role,851
👨‍⚕️,man_health_worker,1F468 200D 2695 FE0F,man health worker,People & Body,person-role,852
👨🏻‍⚕️,man_health_worker_light_skin_tone,1F468 1F3FB 200D 2695 FE0F,man health worker light skin tone,People & Body,person-role,853
👨🏼‍⚕️,man_health_worker_medium_light_skin_tone,1F468 1F3FC 200D 2695 FE0F,man health worker medium light skin tone,People & Body,person-role,854
👨🏽‍⚕️,man_health_worker_medium_skin_tone,1F468 1F3FD 200D 2695 FE0F,man health worker medium skin tone,People & Body,person-role,855
👨🏾‍⚕️,man_health_worker_medium_dark_skin_tone,1F468 1F3FE 200D 2695 FE0F,man health worker medium dark skin tone,People & Body,person-role,856
👨🏿‍⚕️,man_health_worker_dark_skin_tone,1F468 1F3FF 200D 2695 FE0F,man health worker dark skin tone,People & Body,person-role,857
👩‍⚕️,woman_health_worker,1F469 200D 2695 FE0F,woman health worker,People & Body,person-role,858
👩🏻‍⚕️,woman_health_worker_light_skin_tone,1F469 1F3FB 200D 2695 FE0F,woman health worker light skin tone,People & Body,person-role,859
👩🏼‍⚕️,woman_health_worker_medium_light_skin_tone,1F469 1F3FC 200D 2695 FE0F,woman health worker medium light skin tone,People & Body,person-role,860
👩🏽‍⚕️,woman_health_worker_medium_skin_tone,1F469 1F3FD 200D 2695 FE0F,woman health worker medium skin tone,People & Body,person-role,861
👩🏾‍⚕️,woman_health_worker_medium_dark_skin_tone,1F469 1F3FE 200D 2695 FE0F,woman health worker medium dark skin tone,People & Body,person-role,862
👩🏿‍⚕️,woman_health_worker_dark_skin_tone,1F469 1F3FF 200D 2695 FE0F,woman health worker dark skin tone,People & Body,person-role,863
🧑‍🎓,student,1F9D1 200D 1F393,student,People & Body,person-role,864
🧑🏻‍🎓,student_light_skin_tone,1F9D1 1F3FB 200D 1F393,student light skin tone,People & Body,person-role,865
🧑🏼‍🎓,student_medium_light_skin_tone,1F9D1 1F3FC 200D 1F393,student medium light skin tone,People & Body,person-role,866
🧑🏽‍🎓,student_medium_skin_tone,1F9D1 1F3FD 200D 1F393,student medium skin tone,People & Body,person-role,867
🧑🏾‍🎓,student_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F393,student medium dark skin tone,People & Body,person-role,868
🧑🏿‍🎓,student_dark_skin_tone,1F9D1 1F3FF 200D 1F393,student dark skin tone,People & Body,person-role,869
👨‍🎓,man_student,1F468 200D 1F393,man student,People & Body,person-role,870
👨🏻‍🎓,man_student_light_skin_tone,1F468 1F3FB 200D 1F393,man student light skin tone,People & Body,person-role,871
👨🏼‍🎓,man_student_medium_light_skin_tone,1F468 1F3FC 200D 1F393,man student medium light skin tone,People & Body,person-role,872
👨🏽‍🎓,man_student_medium_skin_tone,1F468 1F3FD 200D 1F393,man student medium skin tone,People & Body,person-role,873
👨🏾‍🎓,man_student_medium_dark_skin_tone,1F468 1F3FE 200D 1F393,man student medium dark skin tone,People & Body,person-role,874
👨🏿‍🎓,man_student_dark_skin_tone,1F468 1F3FF 200D 1F393,man student dark skin tone,People & Body,person-role,875
👩‍🎓,woman_student,1F469 200D 1F393,woman student,People & Body,person-role,876
👩🏻‍🎓,woman_student_light_skin_tone,1F469 1F3FB 200D 1F393,woman student light skin tone,People & Body,person-role,877
👩🏼‍🎓,woman_student_medium_light_skin_tone,1F469 1F3FC 200D 1F393,woman student medium light skin tone,People & Body,person-role,878
👩🏽‍🎓,woman_student_medium_skin_tone,1F469 1F3FD 200D 1F393,woman student medium skin tone,People & Body,person-role,879
👩🏾‍🎓,woman_student_medium_dark_skin_tone,1F469 1F3FE 200D 1F393,woman student medium dark skin tone,People & Body,person-role,880
👩🏿‍🎓,woman_student_dark_skin_tone,1F469 1F3FF 200D 1F393,woman student dark skin tone,People & Body,person-role,881
🧑‍🏫,teacher,1F9D1 200D 1F3EB,teacher,People & Body,person-role,882
🧑🏻‍🏫,teacher_light_skin_tone,1F9D1 1F3FB 200D 1F3EB,teacher light skin tone,People & Body,person-role,883
🧑🏼‍🏫,teacher_medium_light_skin_tone,1F9D1 1F3FC 200D 1F3EB,teacher medium light skin tone,People & Body,person-role,884
🧑🏽‍🏫,teacher_medium_skin_tone,1F9D1 1F3FD 200D 1F3EB,teacher medium skin tone,People & Body,person-role,885
🧑🏾‍🏫,teacher_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F3EB,teacher medium dark skin tone,People & Body,person-role,886
🧑🏿‍🏫,teacher_dark_skin_tone,1F9D1 1F3FF 200D 1F3EB,teacher dark skin tone,People & Body,person-role,887
👨‍🏫,man_teacher,1F468 200D 1F3EB,man teacher,People & Body,person-role,888
👨🏻‍🏫,man_teacher_light_skin_tone,1F468 1F3FB 200D 1F3EB,man teacher light skin tone,People & Body,person-role,889
👨🏼‍🏫,man_teacher_medium_light_skin_tone,1F468 1F3FC 200D 1F3EB,man teacher medium light skin tone,People & Body,person-role,890
👨🏽‍🏫,man_teacher_medium_skin_tone,1F468 1F3FD 200D 1F3EB,man teacher medium skin tone,People & Body,person-role,891
👨🏾‍🏫,man_teacher_medium_dark_skin_tone,1F468 1F3FE 200D 1F3EB,man teacher medium dark skin tone,People & Body,person-role,892
👨🏿‍🏫,man_teacher_dark_skin_tone,1F468 1F3FF 200D 1F3EB,man teacher dark skin tone,People & Body,person-role,893
👩‍🏫,woman_teacher,1F469 200D 1F3EB,woman teacher,People & Body,person-role,894
👩🏻‍🏫,woman_teacher_light_skin_tone,1F469 1F3FB 200D 1F3EB,woman teacher light skin tone,People & Body,person-role,895
👩🏼‍🏫,woman_teacher_medium_light_skin_tone,1F469 1F3FC 200D 1F3EB,woman teacher medium light skin tone,People & Body,person-role,896
👩🏽‍🏫,woman_teacher_medium_skin_tone,1F469 1F3FD 200D 1F3EB,woman teacher medium skin tone,People & Body,person-role,897
👩🏾‍🏫,woman_teacher_medium_dark_skin_tone,1F469 1F3FE 200D 1F3EB,woman teacher medium dark skin tone,People & Body,person-role,898
👩🏿‍🏫,woman_teacher_dark_skin_tone,1F469 1F3FF 200D 1F3EB,woman teacher dark skin tone,People & Body,person-role,899
🧑‍⚖️,judge,1F9D1 200D 2696 FE0F,judge,People & Body,person-role,900
🧑🏻‍⚖️,judge_light_skin_tone,1F9D1 1F3FB 200D 2696 FE0F,judge light skin tone,People & Body,person-role,901
🧑🏼‍⚖️,judge_medium_light_skin_tone,1F9D1 1F3FC 200D 2696 FE0F,judge medium light skin tone,People & Body,person-role,902
🧑🏽‍⚖️,judge_medium_skin_tone,1F9D1 1F3FD 200D 2696 FE0F,judge medium skin tone,People & Body,person-role,903
🧑🏾‍⚖️,judge_medium_dark_skin_tone,1F9D1 1F3FE 200D 2696 FE0F,judge medium dark skin tone,People & Body,person-role,904
🧑🏿‍⚖️,judge_dark_skin_tone,1F9D1 1F3FF 200D 2696 FE0F,judge dark skin tone,People & Body,person-role,905
👨‍⚖️,man_judge,1F468 200D 2696 FE0F,man judge,People & Body,person-role,906
👨🏻‍⚖️,man_judge_light_skin_tone,1F468 1F3FB 200D 2696 FE0F,man judge light skin tone,People & Body,person-role,907
👨🏼‍⚖️,man_judge_medium_light_skin_tone,1F468 1F3FC 200D 2696 FE0F,man judge medium light skin tone,People & Body,person-role,908
👨🏽‍⚖️,man_judge_medium_skin_tone,1F468 1F3FD 200D 2696 FE0F,man judge medium skin tone,People & Body,person-role,909
👨🏾‍⚖️,man_judge_medium_dark_skin_tone,1F468 1F3FE 200D 2696 FE0F,man judge medium dark skin tone,People & Body,person-role,910
👨🏿‍⚖️,man_judge_dark_skin_tone,1F468 1F3FF 200D 2696 FE0F,man judge dark skin tone,People & Body,person-role,911
👩‍⚖️,woman_judge,1F469 200D 2696 FE0F,woman judge,People & Body,person-role,912
👩🏻‍⚖️,woman_judge_light_skin_tone,1F469 1F3FB 200D 2696 FE0F,woman judge light skin tone,People & Body,person-role,913
👩🏼‍⚖️,woman_judge_medium_light_skin_tone,1F469 1F3FC 200D 2696 FE0F,woman judge medium light skin tone,People & Body,person-role,914
👩🏽‍⚖️,woman_judge_medium_skin_tone,1F469 1F3FD 200D 2696 FE0F,woman judge medium skin tone,People & Body,person-role,915
👩🏾‍⚖️,woman_judge_medium_dark_skin_tone,1F469 1F3FE 200D 2696 FE0F,woman judge medium dark skin tone,People & Body,person-role,916
👩🏿‍⚖️,woman_judge_dark_skin_tone,1F469 1F3FF 200D 2696 FE0F,woman judge dark skin tone,People & Body,person-role,917
🧑‍🌾,farmer,1F9D1 200D 1F33E,farmer,People & Body,person-role,918
🧑🏻‍🌾,farmer_light_skin_tone,1F9D1 1F3FB 200D 1F33E,farmer light skin tone,People & Body,person-role,919
🧑🏼‍🌾,farmer_medium_light_skin_tone,1F9D1 1F3FC 200D 1F33E,farmer medium light skin tone,People & Body,person-role,920
🧑🏽‍🌾,farmer_medium_skin_tone,1F9D1 1F3FD 200D 1F33E,farmer medium skin tone,People & Body,person-role,921
🧑🏾‍🌾,farmer_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F33E,farmer medium dark skin tone,People & Body,person-role,922
🧑🏿‍🌾,farmer_dark_skin_tone,1F9D1 1F3FF 200D 1F33E,farmer dark skin tone,People & Body,person-role,923
👨‍🌾,man_farmer,1F468 200D 1F33E,man farmer,People & Body,person-role,924
👨🏻‍🌾,man_farmer_light_skin_tone,1F468 1F3FB 200D 1F33E,man farmer light skin tone,People & Body,person-role,925
👨🏼‍🌾,man_farmer_medium_light_skin_tone,1F468 1F3FC 200D 1F33E,man farmer medium light skin tone,People & Body,person-role,926
👨🏽‍🌾,man_farmer_medium_skin_tone,1F468 1F3FD 200D 1F33E,man farmer medium skin tone,People & Body,person-role,927
👨🏾‍🌾,man_farmer_medium_dark_skin_tone,1F468 1F3FE 200D 1F33E,man farmer medium dark skin tone,People & Body,person-role,928
👨🏿‍🌾,man_farmer_dark_skin_tone,1F468 1F3FF 200D 1F33E,man farmer dark skin tone,People & Body,person-role,929
👩‍🌾,woman_farmer,1F469 200D 1F33E,woman farmer,People & Body,person-role,930
👩🏻‍🌾,woman_farmer_light_skin_tone,1F469 1F3FB 200D 1F33E,woman farmer light skin tone,People & Body,person-role,931
👩🏼‍🌾,woman_farmer_medium_light_skin_tone,1F469 1F3FC 200D 1F33E,woman farmer medium light skin tone,People & Body,person-role,932
👩🏽‍🌾,woman_farmer_medium_skin_tone,1F469 1F3FD 200D 1F33E,woman farmer medium skin tone,People & Body,person-role,933
👩🏾‍🌾,woman_farmer_medium_dark_skin_tone,1F469 1F3FE 200D 1F33E,woman farmer medium dark skin tone,People & Body,person-role,934
👩🏿‍🌾,woman_farmer_dark_skin_tone,1F469 1F3FF 200D 1F33E,woman farmer dark skin tone,People & Body,person-role,935
🧑‍🍳,cook,1F9D1 200D 1F373,cook,People & Body,person-role,936
🧑🏻‍🍳,cook_light_skin_tone,1F9D1 1F3FB 200D 1F373,cook light skin tone,People & Body,person-role,937
🧑🏼‍🍳,cook_medium_light_skin_tone,1F9D1 1F3FC 200D 1F373,cook medium light skin tone,People & Body,person-role,938
🧑🏽‍🍳,cook_medium_skin_tone,1F9D1 1F3FD 200D 1F373,cook medium skin tone,People & Body,person-role,939
🧑🏾‍🍳,cook_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F373,cook medium dark skin tone,People & Body,person-role,940
🧑🏿‍🍳,cook_dark_skin_tone,1F9D1 1F3FF 200D 1F373,cook dark skin tone,People & Body,person-role,941
👨‍🍳,man_cook,1F468 200D 1F373,man cook,People & Body,person-role,942
👨🏻‍🍳,man_cook_light_skin_tone,1F468 1F3FB 200D 1F373,man cook light skin tone,People & Body,person-role,943
👨🏼‍🍳,man_cook_medium_light_skin_tone,1F468 1F3FC 200D 1F373,man cook medium light skin tone,People & Body,person-role,944
👨🏽‍🍳,man_cook_medium_skin_tone,1F468 1F3FD 200D 1F373,man cook medium skin tone,People & Body,person-role,945
👨🏾‍🍳,man_cook_medium_dark_skin_tone,1F468 1F3FE 200D 1F373,man cook medium dark skin tone,People & Body,person-role,946
👨🏿‍🍳,man_cook_dark_skin_tone,1F468 1F3FF 200D 1F373,man cook dark skin tone,People & Body,person-role,947
👩‍🍳,woman_cook,1F469 200D 1F373,woman cook,People & Body,person-role,948
👩🏻‍🍳,woman_cook_light_skin_tone,1F469 1F3FB 200D 1F373,woman cook light skin tone,People & Body,person-role,949
👩🏼‍🍳,woman_cook_medium_light_skin_tone,1F469 1F3FC 200D 1F373,woman cook medium light skin tone,People & Body,person-role,950
👩🏽‍🍳,woman_cook_medium_skin_tone,1F469 1F3FD 200D 1F373,woman cook medium skin tone,People & Body,person-role,951
👩🏾‍🍳,woman_cook_medium_dark_skin_tone,1F469 1F3FE 200D 1F373,woman cook medium dark skin tone,People & Body,person-role,952
👩🏿‍🍳,woman_cook_dark_skin_tone,1F469 1F3FF 200D 1F373,woman cook dark skin tone,People & Body,person-role,953
🧑‍🔧,mechanic,1F9D1 200D 1F527,mechanic,People & Body,person-role,954
🧑🏻‍🔧,mechanic_light_skin_tone,1F9D1 1F3FB 200D 1F527,mechanic light skin tone,People & Body,person-role,955
🧑🏼‍🔧,mechanic_medium_light_skin_tone,1F9D1 1F3FC 200D 1F527,mechanic medium light skin tone,People & Body,person-role,956
🧑🏽‍🔧,mechanic_medium_skin_tone,1F9D1 1F3FD 200D 1F527,mechanic medium skin tone,People & Body,person-role,957
🧑🏾‍🔧,mechanic_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F527,mechanic medium dark skin tone,People & Body,person-role,958
🧑🏿‍🔧,mechanic_dark_skin_tone,1F9D1 1F3FF 200D 1F527,mechanic dark skin tone,People & Body,person-role,959
👨‍🔧,man_mechanic,1F468 200D 1F527,man mechanic,People & Body,person-role,960
👨🏻‍🔧,man_mechanic_light_skin_tone,1F468 1F3FB 200D 1F527,man mechanic light skin tone,People & Body,person-role,961
👨🏼‍🔧,man_mechanic_medium_light_skin_tone,1F468 1F3FC 200D 1F527,man mechanic medium light skin tone,People & Body,person-role,962
👨🏽‍🔧,man_mechanic_medium_skin_tone,1F468 1F3FD 200D 1F527,man mechanic medium skin tone,People & Body,person-role,963
👨🏾‍🔧,man_mechanic_medium_dark_skin_tone,1F468 1F3FE 200D 1F527,man mechanic medium dark skin tone,People & Body,person-role,964
👨🏿‍🔧,man_mechanic_dark_skin_tone,1F468 1F3FF 200D 1F527,man mechanic dark skin tone,People & Body,person-role,965
👩‍🔧,woman_mechanic,1F469 200D 1F527,woman mechanic,People & Body,person-role,966
👩🏻‍🔧,woman_mechanic_light_skin_tone,1F469 1F3FB 200D 1F527,woman mechanic light skin tone,People & Body,person-role,967
👩🏼‍🔧,woman_mechanic_medium_light_skin_tone,1F469 1F3FC 200D 1F527,woman mechanic medium light skin tone,People & Body,person-role,968
👩🏽‍🔧,woman_mechanic_medium_skin_tone,1F469 1F3FD 200D 1F527,woman mechanic medium skin tone,People & Body,person-role,969
👩🏾‍🔧,woman_mechanic_medium_dark_skin_tone,1F469 1F3FE 200D 1F527,woman mechanic medium dark skin tone,People & Body,person-role,970
👩🏿‍🔧,woman_mechanic_dark_skin_tone,1F469 1F3FF 200D 1F527,woman mechanic dark skin tone,People & Body,person-role,971
🧑‍🏭,factory_worker,1F9D1 200D 1F3ED,factory worker,People & Body,person-role,972
🧑🏻‍🏭,factory_worker_light_skin_tone,1F9D1 1F3FB 200D 1F3ED,factory worker light skin tone,People & Body,person-role,973
🧑🏼‍🏭,factory_worker_medium_light_skin_tone,1F9D1 1F3FC 200D 1F3ED,factory worker medium light skin tone,People & Body,person-role,974
🧑🏽‍🏭,factory_worker_medium_skin_tone,1F9D1 1F3FD 200D 1F3ED,factory worker medium skin tone,People & Body,person-role,975
🧑🏾‍🏭,factory_worker_medium_dark_skin_tone,1F9D1 1F3FE 200D 1F3ED,factory worker medium dark skin tone,People & Body,person-role,976
🧑🏿‍🏭,factory_worker_dark_skin_tone,1F9D1 1F3FF 200D 1F3ED,factory worker dark skin tone,People & Body,person-role,977
👨‍🏭,man_factory_worker,1F468 200D 1F3ED,man factory worker,People & Body,person-role,978
👨🏻‍🏭,man_factory_worker_light_skin_tone,1F468 1F3FB 200D 1F3ED,man factory worker light skin tone,People & Body,person-role,979
👨🏼‍🏭,man_factory_worker_medium_light_skin_tone,1F468 1F3FC 200D 1F3ED,man factory worker medium light skin tone,People & Body,person-role,980
